时间,标签（标题),内容,转发数,点赞数,评论数,热评链接 
2020-03-02,#黄某英离汉进京事件调查结果#,【联合调查组公布#黄某英离汉进京事件调查结果#】今天，联合调查组公布#黄某英事件发生经过#↓认为：①“黄某英事件”是一起因失职渎职导致的严重事件，性质恶劣，影响极坏，给首都疫情防控工作带来极大隐患；②该事件虽发生在武汉女子监狱，但根源在湖北省司法厅和湖北省监狱局；③应严肃追究湖北省司法厅、省监狱局，武汉女子监狱、武汉市东西湖区公安分局相关人员责任。（总台央视记者吴闯 徐平） http://t.cn/A67aYVZV,5807,122447,20606,https://weibo.cn/comment/hot/IwKhC2rWl?rl=2
2020-03-02,#中国汉字的人是相互支撑的架构#,【吴谦：#中国汉字的人是相互支撑的架构#】国防部新闻发言人吴谦：中国汉字中的“人”字是一个相互支撑的架构。岁寒知松柏，患难见真情，当中国全力抗击疫情之时，许多国家和军队向我们提供了真诚的帮助和支持。中国军队也将积极开展国际军事合作，与世界各国军队一道，携手抗击疫情。 http://t.cn/A67XjeZq,3668,238884,8824,https://weibo.cn/comment/hot/IwIA2BX9d?rl=2
2020-03-02,#我家7人在一线#,【#我家7人在一线#】疫情发生后，武汉市民汤毅有7位家人投身战疫一线：学医的老婆，疫情一发生就主动上了前线；护士表妹杨思思，主动请缨到了重症监护病房；在120工作的表妹徐赛群，一天要接送患者20多趟……汤毅也没闲着，他购买防护物资给医护人员，用这样的方式守护亲人。加油！#共同战疫#，期待你们早日团聚！ http://t.cn/A676BnWg,1639,58716,3202,https://weibo.cn/comment/hot/IwHqHFz6V?rl=2
2020-03-01,#湖北95后防疫志愿者的一天#,【#湖北95后防疫志愿者的一天# 转发！感谢你们的付出！】湖北十堰茅箭区的姜海涛，是在成都工作的95后摄影师，过年回家的他遇到疫情暴发，1月27日起报名加入志愿者。一个多月来，志愿者们每天在高速路口、物资集散点等搬运物资。我们一起，期待这里重新热闹起来！（央视新闻UGC姜海涛） http://t.cn/A67ilTVH,581,7068,868,https://weibo.cn/comment/hot/IwDTi9FCw?rl=2
2020-03-01,#每天处理400桶医疗废物的人#,【#每天处理400桶医疗废物的人# 转！让更多人认识他们！】疫情暴发后，武汉北湖云峰环保科技有限公司临危受命，转型处理新冠肺炎医疗废物。工人们每天处置400桶医疗废物，只能用手倒。当记者问，你知道它有多危险吗。工作人员说：“危险怎么办呢？总要有人干！”致敬！（总台央视记者董倩） http://t.cn/A67JQ3Cy,8187,105350,5897,https://weibo.cn/comment/hot/IwCgurrmj?rl=2
2020-03-01,#男子捅刺防疫人员致2死当庭被判死刑#,【#男子捅刺防疫人员致2死当庭被判死刑#】今天，云南省红河州中级人民法院依法公开开庭审理被告人马建国故意杀人一案并当庭宣判，以故意杀人罪判处马建国死刑，剥夺政治权利终身。经审理查明，被告人马建国，男，1996年4月生，系红河州红河县阿扎河乡洛孟村委会洛玛村村民，小学文化。2020年2月5日，红河县石头寨乡根据上级的统一部署和安排，在该乡么索村委会通往阿扎河乡洛孟村委会之间名为“咪卡”的地方设置新冠肺炎疫情防控卡点实施道路管控和限行。2月6日18时20分许，马建国驾驶车牌号为云GPN612的小型面包车载人行至该卡点时，同行村民马克龙（另案处理）下车搬除路障，并不服从卡点工作人员的管理。在此过程中，被告人马建国因对卡点工作人员张贵周持手机拍摄取证的行为不满，遂用随身携带的1把折叠刀朝张贵周胸腹部连续捅刺，又向前来劝阻的卡点工作队员李国民腹部进行捅刺，造成张贵周、李国民二人死亡。张贵周系红河县财政局下派的扶贫干部，李国民系红河县石头寨乡干部。法院经审理认为，被告人马建国在云南省重大突发公共卫生事件一级响应期间，无视国家法律，无视疫情防控秩序故意非法剥夺他人生命，造成两人死亡的严重后果，其行为已构成故意杀人罪，应依法追究其刑事责任。被告人马建国曾因犯故意伤害罪被判处有期徒刑，在刑罚执行完毕后五年内再犯应当判处有期徒刑以上刑罚之罪，系累犯，依法应当从重处罚。被告人马建国虽在案发后自动投案并如实供述犯罪事实，具有自首情节，但其在疫情期间采用极其残忍的手段杀害两名疫情防控工作人员，主观恶性极深、犯罪情节极其恶劣、犯罪后果极其严重，依法不予从轻处罚，遂作出上述判决。（总台央视记者徐小龙）,2049,27331,4101,https://weibo.cn/comment/hot/IwAHQrZIN?rl=2
2020-02-29,#主播说联播#,#主播说联播#【再多坚持一点，胜利就能来得早一点[加油]】刚强：今天，一名大学生刷屏网络。他放寒假从武汉回老家后确诊新冠肺炎，但途中做好防护、回家后坚持自我隔离，整整38天未传染任何人！其实，他的做法恰恰是中国应对疫情措施的一个缩影。疫情最吃劲的时候还没有过，#14亿人在战斗每个你都算数#，我们一起加油！ http://t.cn/A67fsFoe,1212,12157,1113,https://weibo.cn/comment/hot/IwuRvnoka?rl=2
2020-02-29,#全球抗疫第一线#,#全球抗疫第一线#【中国将向日本捐赠5000套防护服和10万只口罩】中国驻日本大使馆：疫情发生以来，日本政府和社会各界纷纷伸出援助之手，中国人民对此铭记在心。近来日本进入疫情防控关键期。中方愿在努力抗击本国疫情的同时，尽己所能向日本提供支持和帮助。不久前，中方向日方交付一批病毒检测试剂盒。近期中国政府还将分批次向日本捐赠5000套防护服和10万只口罩，其中前两批物资已于27日、28日运抵东京。中方将继续根据日方需要提供力所能及的帮助，同日本人民携手共渡难关。（总台记者王梦）,2133,107357,7366,https://weibo.cn/comment/hot/IwuBwDHnx?rl=2
2020-02-29,@四十日谈4xDecameron,【意大利奶奶超可爱的防疫指南：不能亲亲抱抱就抛媚眼吧！】新冠肺炎疫情日益严重，浪漫的意大利民众对防疫工作也重视了起来。一位可爱的奶奶就霸气地给孩子们提出了防疫小建议：这段时间不能亲亲抱抱，那就用抛媚眼来代替吧！来看奶奶的媚眼↓你被电到了吗？@四十日谈4xDecameron http://t.cn/A67fTaKM,2299,11372,1107,https://weibo.cn/comment/hot/Iwsz8u0mI?rl=2
2020-02-29,http://t.cn/A67VJux0,【安徽全省退出“高风险地区”】安徽今天公布最新《安徽省新冠肺炎疫情风险等级分类名单》，安徽省最后一个“高风险地区”合肥市瑶海区降为“中等风险地区”，首次实现全省范围退出高风险地区。安徽省“高风险地区”是指“累计确诊病例超过50例，14天内有聚集性疫情发生”；“中等风险地区”是指“14天内有新增确诊病例，累计确诊病例不超过50例，或累计确诊病例超过50例，14天内未发生聚集性疫情。”（总台央视记者 王宁）http://t.cn/A67VJux0,333,3883,754,https://weibo.cn/comment/hot/Iws8NgxXm?rl=2
2020-02-29,http://t.cn/A67VP8yC,【2.86万护士在抗疫一线】国家卫健委医政医管局监察专员郭燕红：疫情发生以来，医务工作者与时间赛跑与病魔较量。全国派出42000多名医护人员驰援武汉，其中护士2.86万。“三分治疗七分护理”，护士在新冠肺炎患者的医疗救治当中精心照顾、精心治疗、精心观察，给予患者心理支持，与医生一道挽救生命。 http://t.cn/A67VP8yC,321,3142,571,https://weibo.cn/comment/hot/IwrGfyFPV?rl=2
2020-02-29,None,【教育部：高三年级原则上省域同步开学】教育部印发通知：①原则上疫情没有得到基本控制前不开学，学校基本防控条件不具备不开学，师生和校园公共卫生安全得不到切实保障不开学。②中小学错时错峰开学。原则上高三年级实行省域同步、初三年级同一市域同步。③未经省级教育部门批准，校外培训机构不得擅自开展线下培训活动。④高校要落实分区分级精准防控策略，落实错峰返校。（总台央视记者潘虹旭）,596,13311,2486,https://weibo.cn/comment/hot/IwpUuE3Fy?rl=2
2020-02-29,http://t.cn/A67tdAM1,【联合国秘书长：控制疫情的窗口期正在缩小】当地时间28日，联合国秘书长古特雷斯在联合国总部发表声明指出，各国需做好全面的准备，现在最大的敌人不是病毒，而是恐惧、谣言和歧视。古特雷斯：“控制疫情是可能的，但机会的窗口期正在缩小。”古特雷斯呼吁各国政府站出来，全球团结、全面合作。（总台记者徐德智） http://t.cn/A67tdAM1,1471,116501,5073,https://weibo.cn/comment/hot/IwpD8tRaa?rl=2
2020-02-29,None,【意大利确诊病例升至888例 21人死亡】当地时间28日傍晚，意大利民防部门负责人博雷利在疫情通报中表示，截至当天17时，意大利累计确诊新型冠状病毒肺炎病例888例，较前一天增加238例。其中21人死亡，46人康复；在现有确诊病例中，412人属于无症状或轻症状患者，64人接受重症监护治疗。（总台记者李耀洋）,367,5474,972,https://weibo.cn/comment/hot/Iwoq7bK7R?rl=2
2020-02-29,None,【新冠肺炎全球风险级别升至“非常高”】当地时间28日，世卫组织总干事谭德塞在日内瓦宣布，将新冠肺炎全球风险级别提高为“非常高”。此前，新冠肺炎全球风险级别为“高风险”。谭德塞表示，鉴于目前新冠肺炎在全球多个国家蔓延，中国境外已有4351例病例，且有越来越多国家出现疫情，故提高新冠肺炎全球风险级别。(总台记者朱赫),809,6004,1519,https://weibo.cn/comment/hot/IwlzVq0AW?rl=2
2020-02-29,#主播说联播#,#主播说联播#【把国内疫情控制好，也是对别国抗疫的支持】李梓萌：把国内疫情控制好，让更多企业复工复产，不仅能为世界经济添活力，还能生产更多防疫物资。现在，不少国家防疫物资已短缺。哪个国家能快速、大规模地生产这些东西？大家肯定会想到中国。当然，中国能帮到其它国家的，还有防控疫情和救治患者的方法。让我们一起努力！ http://t.cn/A67556g0,1398,11435,1441,https://weibo.cn/comment/hot/Iwlzt2DEJ?rl=2
2020-02-28,http://t.cn/A67q3Mv7,【直播！央视记者近距离观察美国疫情】当地时间25日，美国疾控中心称，新冠肺炎疫情在美国蔓延很可能不可避免，要求民众为疫情暴发可能造成的“严重影响”做好准备。随后，美国加州多个城镇及旧金山等地宣布进入紧急状态。目前美国国内疫情如何？看直播，关注！（央视记者王晋燕） http://t.cn/A67q3Mv7 .,3240,306860,4112,https://weibo.cn/comment/hot/IwkSRlPDS?rl=2
2020-02-28,#全球疫情处于关键时刻#,【世卫组织：#全球疫情处于关键时刻#】27日，世界卫生组织总干事谭德塞表示，全球新冠肺炎疫情防控正处于决定性时刻，各国都应制定全方位的防控方案。过去两天，中国以外的世界其他地区报告的新增确诊病例数超过了中国的新增确诊病例，#中国以外地区才是最大担忧#。提倡每个国家做好准备，任何国家都不应抱侥幸心理。 http://t.cn/A67qne2B,346,3220,565,https://weibo.cn/comment/hot/IwkOhn5nA?rl=2
2020-02-28,http://t.cn/A67q8bpm,【湖北省内必需返岗人员需申领健康码】湖北省新冠肺炎疫情防控指挥部：①明确首批流动人员为各地保障疫情防控、公共事业运行、群众生活必需及其他涉及重要国计民生相关企业的返岗员工。②对省内必需返岗人员，由用人单位提出返岗申请，返岗人员需申领健康码。③鼓励以员工自驾方式或用工单位“点对点”包车方式实施返程，沿途做好防疫工作。所有乘车人员（含司机）均需持有“绿码”。http://t.cn/A67q8bpm,262,2907,1012,https://weibo.cn/comment/hot/IwkHC09oW?rl=2
2020-02-28,None,【伊朗卫生部长：下周将是伊朗疫情爆发高峰期】据伊朗国家电视台28日报道，伊朗卫生部长纳马基表示：数据显示，下周将是伊朗新冠肺炎疫情的爆发高峰期，呼吁全体民众减少出行。伊朗已进口口罩、防护服等，相关工厂也在加紧生产，29日起药店有足够库存可供购买。同时，伊朗全国学校将继续停课至3月2日，伊朗电视台将对学生进行网络授课。(总台记者倪紫慧),1934,76785,5403,https://weibo.cn/comment/hot/Iwkm7jLbi?rl=2
2020-02-28,http://t.cn/A67qAKMk,【为一线医护人员安排车辆接送上下班】国家卫健委医政医管局副局长焦雅辉：①将湖北一线医务人员的临时性工作补助标准提高一倍，薪酬待遇提高两倍。②严厉打击疫情防控期间涉医违法犯罪行为。③从全国调集防护用品。④为医务人员发放必要的洗护用品、卫生用品等。⑤就近安排住宿，安排车辆接送上下班。⑥加强医务人员轮休和休整，并在全国抽调300名心理医生，为一线医务人员提供心理疏导。 http://t.cn/A67qAKMk,351,4003,700,https://weibo.cn/comment/hot/IwjDmo8RD?rl=2
2020-02-28,http://t.cn/A67bTKhG,【英媒拍摄：疫情跨境传播，如此容易？】近日，英国Sky News记者从爆发新冠肺炎的意大利北部小镇驾车出发，前往瑞士日内瓦，一路畅通无阻，没有任何体温筛查环节。途中，距离意大利北部疫情隔离区几小时车程的法国滑雪胜地里，来自世界各地的游客正聚集在一起。英媒担忧疫情正在欧洲畅通无阻地“流通”。http://t.cn/A67bTKhG @CCTV4,241,3703,602,https://weibo.cn/comment/hot/Iwjqkcmr5?rl=2
2020-02-28,None,【外交部：近期自韩来华乘客多为在韩中国公民】近期，网络上关于自韩赴华航班爆满等消息很多。对此，中国外交部发言人赵立坚今天表示：自疫情发生后，由于航空公司缩减航班，客观上导致了一些自韩来华航班满座。据了解，近期自韩来华的乘客绝大多数是在韩中国公民。中韩是友好邻邦，当前都处在全力抗击疫情的关键时期。中方愿同韩方加强合作，共克时艰，也愿向韩方提供力所能及的帮助。（总台央视记者朱若梦 靳丹妮）,298,17474,1158,https://weibo.cn/comment/hot/Iwj1IeRmu?rl=2
2020-02-28,http://t.cn/A67G96by,【输入姓名身份证，就能知道自己是不是密切接触者】中国工程院院士吴曼青表示，中国电子科技集团建立了风险人群大数据平台、密切接触者测量仪，输入姓名身份证就知道自己是不是密切接触者。有些企业研发了红外测量设备和人工智能相结合，可快速识别发热患者。互联网企业研发人工智能辅助诊断手段，提高了诊断效率。 http://t.cn/A67G96by,399,2895,916,https://weibo.cn/comment/hot/IwiIzgWyN?rl=2
2020-02-28,http://t.cn/A67GZ6DK,【云南援助湖北医疗队员零感染】昨天，云南省支援湖北省疫情防控前方指挥部指挥长许勇刚介绍，截至26日，云南10批支援湖北医疗队1156位医疗队员零感染。许勇刚表示，队员在到岗前，须经严格培训；编制防止感染手册，做到人人能应对；每支医疗队都配备了专家和专职人员，对医务人员进出病房、住宿区进行严格管理。网友：愿平安凯旋！http://t.cn/A67GZ6DK,296,3957,430,https://weibo.cn/comment/hot/IwhWNycW7?rl=2
2020-02-28,None,【台湾新增2例新冠肺炎确诊病例 累计确诊34例】据台湾流行疫情指挥中心，岛内新增2例新冠肺炎确诊病例：一例为30多岁男性，21日曾至日本大坂旅游，返台出现症状已隔离治疗，研判于日本感染可能性高；另一例为50多岁女性，近期未出境，因病入院，26日出现症状，今日确诊，目前感染源不明。（总台央视记者孙雨彤）,211,2327,1028,https://weibo.cn/comment/hot/IwhRIyRN3?rl=2
2020-02-28,http://t.cn/A67bgJBX,【致敬！内蒙古殉职民警何建华 用生命战疫情】在战“疫”一线，内蒙古突泉县民警何建华的生命永远定格在52岁。大年初二，得知疫情形势严峻，他主动请缨值守客运站，登记信息、测体温，忙得顾不上喝水。从警26年，他每天走访巡查，3年骑坏2台电动车，调解民事纠纷2600多起，荣记个人三等功1次、嘉奖6次。 http://t.cn/A67bgJBX,426,7644,916,https://weibo.cn/comment/hot/IwhxA5SoW?rl=2
2020-02-28,#今年全国高校毕业生874万#,【#今年全国高校毕业生874万#】教育部副部长翁铁慧：今年全国普通高校毕业生有874万。突发疫情的影响，毕业生就业的压力增大，教育部把毕业生就业摆在突出的位置。今天#教育部推出24365全天候网上校招#，24小时、365天，服务不打烊，我们希望创造这个条件，不见面也能招聘、也能签约认定。 http://t.cn/A67bbB3G,381,5348,812,https://weibo.cn/comment/hot/IwgeOEGoz?rl=2
2020-02-28,#东京奥运筹备工作近期正常进行#,【世卫组织：#东京奥运筹备工作近期正常进行#】当地时间27日，世卫组织卫生紧急项目负责人迈克尔·瑞安表示，东京奥运会筹备工作将正常进行，近期不会做更改东京奥运会的决定。此前也有奥运期间出现疾病疫情，许多活动也在适当的风险管理下举行了，世卫组织将继续为国际奥委会和东京奥组委提供建议。（总台记者朱赫） http://t.cn/A67b77lP,318,3900,933,https://weibo.cn/comment/hot/IwfT73vqj?rl=2
2020-02-28,#全球疫情处于关键时刻#,【世卫组织：#全球疫情处于关键时刻#】当地时间27日，世卫组织总干事谭德塞在日内瓦表示，现在#中国以外地区才是最大担忧#，全球疫情处于关键时刻，病毒不分国界和种族，也与一个国家的GDP或发展水平无关，每个国家都需要准备好。据世卫组织评估，目前全球有大约30-40个国家面临新冠肺炎传播的高风险。（总台记者朱赫）,1029,37503,1913,https://weibo.cn/comment/hot/IwfKRgktE?rl=2
2020-02-28,#主播说联播#,#主播说联播#【转发提醒！要绷紧防控这根弦！】北京的聚集性疫情，引发传播的一大原因就是没有严格执行隔离措施。现在整个形势还处于胶着对垒状态，新冠病毒本来就很狡猾，不论是加强防控还是自我防护，方方面面绝不能手滑。防控这根弦一定要绷紧，不能有弹性，只有这样才能防止疫情反弹。 http://t.cn/A67U393P,1010,6515,964,https://weibo.cn/comment/hot/IwcpAj9Fj?rl=2
2020-02-27,#白岩松对话童朝晖#,【直播！#白岩松对话童朝晖#】治愈出院后，还需要怎样的防范和观察？被感染、又即将到出院观察期的金银潭医院副院长，有怎样的亲身经历？今晚《新闻1+1》，白岩松特邀中央赴湖北指导组专家组成员、北京朝阳医院副院长童朝晖和武汉市金银潭医院副院长黄朝林，共同解读疫情。关注！ http://t.cn/A67U4Htt .,1069,50277,1928,https://weibo.cn/comment/hot/Iwbim0g8K?rl=2
2020-02-27,#北京新增10例新冠肺炎#,"【#北京新增10例新冠肺炎#】2月26日0时至24时，北京市新增10例新冠肺炎确诊病例，均为确诊病例的密切接触者，属一起外省输入的单位聚集性疫情，均已送至定点医疗机构进行救治。新增疑似病例10例，现有疑似病例46例。新增报告死亡1例。新增密切接触者84例，累计确定密切接触者2658例，其中1852例已解除医学观察。13例新冠肺炎患者分别从地坛医院、佑安医院、解放军总医院第五医学中心、回民医院、海淀医院、丰台区中西医结合医院出院。其中5名男性，8名女性；年龄最小17岁，最大69岁。   截至2月26日24时,北京市累计确诊病例410例，出院248例，死亡5例。确诊病例中东城区13例、西城区53例、朝阳区70例、海淀区62例、丰台区42例、石景山区14例、门头沟区3例、房山区16例、通州区19例、顺义区10例、昌平区29例、大兴区39例、怀柔区7例、密云区7例、延庆区1例，外地来京人员25例。平谷区尚未有病例。   410例确诊病例中，男性病例196例，占47.8%，女性病例214例，占52.2%；年龄范围为6个月～94岁，其中5岁以下14例，占3.4%，6岁至17岁13例，占3.2%，18岁至59岁273例，占66.6%，60岁及以上110例，占26.8%。（总台央视记者牟媞媞）",1299,19426,3437,https://weibo.cn/comment/hot/Iw6HJtLPV?rl=2
2020-02-27,#王毅同日韩外长通电话#,【#王毅同日韩外长通电话# #中国愿向日韩抗疫提供帮助# 转起！一起战疫！】2月26日晚，国务委员兼外长王毅同日本外相茂木敏充通电话。王毅表示中方赞赏日方从一开始就同中国坚定站在一起。中方同样关注日本国内的疫情，已根据日方需求提供了必要医疗防护物资，今后如日方有需要，中方愿继续提供力所能及的帮助。茂木敏充表示日方感谢中方提供医疗物资，赞同日中作为世界重要经济体，要共同维护正常经贸合作，确保全球产业链、供应链稳定。2月26日晚，国务委员兼外长王毅同韩国外长康京和通电话。王毅表示，从各国防控疫病实践包括此次中方抗击新冠肺炎疫情的经验看，及早控制和减少不必要人员跨境流动对阻断疫情扩散至关重要。中方愿就此与韩方进行沟通。康京和表示，新冠肺炎疫情发生以来，韩中两国一直相互支持，相互帮助，共同抗击疫情。康京和介绍了韩方应对韩国内疫情举措。韩方有信心控制疫情进一步扩散，希望继续同中方加强沟通与合作，共同应对挑战。 http://t.cn/A67AuwHQ,2853,54324,4264,https://weibo.cn/comment/hot/Iw5ZH9JHe?rl=2
2020-02-27,#湖北成立调查组彻查确诊人员离汉抵京#,【#湖北成立调查组彻查确诊人员离汉抵京#】针对26日网传一名刑满释放新冠肺炎确诊人员离汉抵京的有关情况，湖北省委书记应勇同志作出批示：在疫情防控最吃劲的关键阶段，竟发生此类严重违反离汉离鄂通道管控的事件，绝不能允许。要迅速查清事实，依纪依法严肃处理，及时回应社会关切。此事还是否涉及其他违法违纪问题，也要彻查。不论涉及到谁，都要一查到底。离汉离鄂通道管控事关全国疫情防控大局，要坚持“全国一盘棋”，吸取教训，举一反三，切实把各项管控措施落到实处。湖北省已成立由省纪委监委牵头，省委政法委、省检察院、省公安厅、省司法厅组成的联合调查组，立即开展调查工作。（湖北日报）,1539,26632,3179,https://weibo.cn/comment/hot/Iw2JzA1po?rl=2
2020-02-26,#宁夏发现境外输入病例急寻密切接触者#,【急转！#宁夏发现境外输入病例急寻密切接触者#】2月26日，宁夏中卫市发现1例境外输入型新冠肺炎病例，现紧急追踪寻找密切接触者。患者主要活动轨迹：2月19日13:30（伊朗时间），患者从伊朗机场乘坐SU513航班（座位号16B）于17:00左右（莫斯科时间）到达莫斯科机场，期间患者佩戴N95口罩。在莫斯科机场附近的胶囊旅馆停留16小时。2月20日9时左右（莫斯科时间），患者从莫斯科机场乘坐SU206次航班（座位号35A），于23:05（北京时间）到达上海浦东国际机场。出达机场后，乘坐出租车到达和颐至格酒店入住（房间号3078）。2月21日16时左右，患者乘电梯下楼将所寄物件交与快递员后返回房间，期间患者与快递员均佩戴一次性口罩。2月22日9时，患者乘坐网约车（沪GY0322）到达上海火车站，候车期间，曾在火车站广场手机卡代办点办卡。18时36分，患者从上海火车站乘坐Z216次列车（13车08下铺），于23日17:20到达兰州火车站，在火车上除用餐外，一直佩戴一次性口罩。期间曾在1号侯车厅内按摩椅上候车。2月23日20:00，患者从兰州乘坐K9664列车（座位号1车4座，实际坐在靠车厢门第3排一处6人座位处），于2月24日凌晨1:19到达宁夏中卫市，期间全程佩戴一次性口罩。在此提醒，如果您与该患者有过密切接触或在不同场合同行、交谈、照面等，请立即与当地疾控中心联系，并主动配合做好居家隔离观察或集中隔离观察工作。中卫市应对新冠肺炎疫情工作指挥部将及时通报有关情况。 联系电话：中卫市应对新型冠状病毒感染肺炎疫情工作指挥部办公室：0955-7065355中卫市疾病预防控制中心：15809555902  0955-7060016（总台央视记者李浩男）,2018,10925,2089,https://weibo.cn/comment/hot/Iw1CT0yun?rl=2
2020-02-26,#战疫一线可火线入党#,【#战疫一线可火线入党#】近日，中央领导同志作出重要指示，在新冠肺炎疫情防控斗争中，对那些在抗疫一线事迹突出的入党积极分子，可根据其表现“火线”发展入党。为贯彻落实中央领导同志重要指示精神，中央组织部印发通知，要求各级党组织抓紧做好在抗疫一线发展党员工作。通知要求，要坚持标准、保证质量，把在抗疫一线发展党员作为打赢疫情防控阻击战的一项重要工作来抓，激励一线人员坚定信念、顽强斗争，满怀信心投入到抗疫斗争中去。对奋战在抗疫一线的医务人员、公安民警、社区工作者、基层干部群众等，本人一贯表现好、符合党员条件，在抗疫一线事迹突出的，经党支部研究同意，报上级党委批准，可及时吸收其为预备党员。抗疫一线基层党组织要采取适当方式，组织新发展的预备党员进行入党宣誓。http://t.cn/A67Zr0F6,645,9219,744,https://weibo.cn/comment/hot/Iw0Pw0kKs?rl=2
2020-02-26,#韩国飞威海航班5人发热163人集中观察#,【#韩国飞威海航班5人发热163人集中观察# 】记者从威海市委宣传部获悉，2月25日上午10:15，由韩国仁川飞抵威海的济州航空7C8501航班降落在威海大水泊国际机场。机上共载有163名旅客，其中19名韩国乘客、3名美国乘客、1名乌克兰乘客，其余为中国乘客。经现场检查，发现有5名乘客体温异常。为保护入境人员及其亲属生命健康安全，确保万无一失，根据疫情防控规定，该5名乘客立即送至医院进行医学诊治和观察，本次航班其余乘客均由大巴车统一送至指定酒店集中医学观察。（总台央视记者 李秉禅 李金林）,823,18811,2341,https://weibo.cn/comment/hot/IvZMr2UcV?rl=2
2020-02-26,#国务院联防联控机制举行新闻发布会#,【直播！#国务院联防联控机制举行新闻发布会#】今天，国务院联防联控机制举行发布会，中央政法委副秘书长景汉朝、最高人民法院副院长张述元、最高人民检察院副检察长陈国庆、公安部副部长杜航伟、司法部副部长熊选国介绍《关于政法机关依法保障疫情防控期间复工复产的意见》有关情况。 http://t.cn/A677uZt4 .,186,3099,357,https://weibo.cn/comment/hot/IvXc1kWgA?rl=2
2020-02-26,#美国确诊57例新冠肺炎病例#,#美国确诊57例新冠肺炎病例#【#旧金山进入紧急状态#】据NBC，美国疾病控制与预防中心最新数据显示，美国新冠肺炎确诊病例增至57例，其中40例为“钻石公主”号邮轮上的撤回人员。另据消息，虽然旧金山目前尚未有确诊病例，但出于对疫情的担忧，市长伦敦·布里德当地时间25日宣布该市进入紧急状态。（海外网）,559,42586,2308,https://weibo.cn/comment/hot/IvWtMle2w?rl=2
2020-02-26,#武汉日记#,#武汉日记#【#一线药师24小时在值守#[加油]】在战疫医疗一线，一份份配好的药不断送往病区，这背后是医院药师们24小时在值守。由于疫情期间病患用药量大，药品输送量比平时翻了好几倍，药师们还主动扛起了帮护士配置输液的任务。他们说：“我们想把护士的时间还给患者，让更多患者得到救治！” http://t.cn/A677MUJ6,793,6617,694,https://weibo.cn/comment/hot/IvW0rzP24?rl=2
2020-02-26,#中东有确诊病例国家升至9个#,【#中东有确诊病例国家升至9个#】截至25日，中东有新冠肺炎确诊病例的国家已增至9个：伊朗(95例)、巴林(17例)、阿联酋(13例)、科威特(8例)、以色列(6例)、伊拉克(5例)、阿曼(4例)、阿富汗(1例)、黎巴嫩(1例)。该地区医疗水平和疫情控制能力参差不一，尤其是与伊朗相邻的一些国家尚处于战乱之中，伴随伊朗的输入型病例向周边蔓延，中东的疫情防控形势不容乐观。（总台记者王威）,1030,14936,1712,https://weibo.cn/comment/hot/IvTmX2m3h?rl=2
2020-02-25,#中国人民的牺牲是对全人类的贡献#,【联合国秘书长：#中国人民的牺牲是对全人类的贡献#】24日，联合国秘书长古特雷斯在瑞士日内瓦呼吁各国尽全力应对疫情，并表达了对中国人民的感谢之情。他表示：我衷心感谢所有正承受着日常生活的不便，放弃了很多享乐的中国人民，这是他们为了遏制病毒传播所作出的牺牲，是对全人类的伟大贡献。 http://t.cn/A67h0XDU,2091,20544,1827,https://weibo.cn/comment/hot/IvT7QhbdV?rl=2
2020-02-25,#主播说联播#,#主播说联播#【#让其他国家少走弯路是共赢#】今天，国内疫情形势进一步向好，但韩国、日本等周边国家的数据变化让很多朋友不安。此时，我们既要严密防控，也要出手相助！病毒是咱共同的敌人，将防控经验共享，让其他国家少走弯路，其实是共赢。愿我们早日迎来胜利，共赏“山川异域，风月同天”的美！ http://t.cn/A67hKCEV,1127,13970,1320,https://weibo.cn/comment/hot/IvSWWdfD9?rl=2
2020-02-25,#意大利已成欧洲疫情最重国#,【直播！#意大利已成欧洲疫情最重国#】截至当地时间25日12时，#意大利累计确诊新冠肺炎283例#，其中死亡7例治愈出院1例；南部的西西里岛首府巴勒莫出现首个确诊病例，系来自伦巴第大区的一名女性游客；旅游名城佛罗伦萨所在的托斯卡纳大区也首次出现2例确诊病例。(总台记者李耀洋) http://t.cn/A67hUEU2 .,548,20220,1201,https://weibo.cn/comment/hot/IvSm0oZRt?rl=2
2020-02-25,#湖北57岁干部带病奋战因公殉职#,【送别！#湖北57岁干部带病奋战因公殉职#】昨晚，湖北省京山市新冠肺炎疫情防控指挥部医疗救治和专家组成员、市卫生健康局党组成员崔靖因连续奋战防疫一线，过度劳累，突发急性肾功能衰竭，经抢救无效逝世，终年57岁。自疫情防控工作开展以来，他一直坚守岗位，2月5日他突发肾绞痛、肾积水，还坚持带病工作……（总台央视记者李炜）,679,11860,1948,https://weibo.cn/comment/hot/IvRb9yshf?rl=2
2020-02-25,#沈阳严防境外疫情输入#,【#沈阳严防境外疫情输入# 体温无异常乘客专车接送 】从今日起，沈阳将严防境外疫情输入，采取相应防控措施，严格控制疫情传播扩散：①关口前移，相关部门在境外航班降落3小时前掌握相关信息②入关的所有乘客均接受体温检测，测温无异常的乘客安排专车接送③如乘客有发热症状，安排120救护车送至发热门诊诊断治疗。（总台央视记者李承泽）,1746,44963,3950,https://weibo.cn/comment/hot/IvQUSr0FP?rl=2
