 时间,标签（标题),内容,转发数,点赞数,评论数,热评链接

2020-03-28,#安倍称日本疫情短时间内有可能扩大#,【#安倍称日本疫情短时间内有可能扩大#】当地时间28日下午6时许，日本首相安倍晋三针对当地新冠肺炎疫情召开记者会，向国民呼吁:“日本有可能在短时间内出现疫情扩大的情况，希望大家提高警惕”。安倍表示:“以东京和大阪为中心，感染途径不明的患者正在增加。”短期内对于旅行、运输、外出就餐、公共活动等将加强管控。http://t.cn/A6Z5OXmq,1703,99140,3796,https://weibo.cn/comment/hot/IAJ40oMIN?rl=2

2020-03-28,#巴黎铁塔打出谢谢字样致敬市民#,【#巴黎铁塔打出谢谢字样致敬市民#】3月27日，埃菲尔铁塔亮灯并打出法语“谢谢”“请待在家中”的字样，致敬疫情期间辛勤工作的医护人员、警察、宪兵、消防员、市政人员、超市收银员、外送服务人员、邮递员等，同时呼吁民众继续留在家中。法国总理菲利普27日宣布#法国将全国15天禁足令延长两周#。http://t.cn/A6Z5SLLW,439,13366,722,https://weibo.cn/comment/hot/IAIOfeXkc?rl=2

2020-03-28,#预测称美国将在四月迎来疫情高峰#,【#预测称美国将在四月迎来疫情高峰#】美国华盛顿大学医学院一项基于政府和医院数据的分析预测，全美疫情高峰将会在四月第二个星期到来，届时全美将“面临非常严重的医疗资源不足”。分析还称，此轮疫情将持续至6月，#疫情不排除在秋冬季节再次复发#，预计此轮疫情将致美国死亡病例达81000人。http://t.cn/A6Z5LuZP,373,5786,1143,https://weibo.cn/comment/hot/IAIBOiyt9?rl=2

2020-03-28,#北京要求防控工作只加强不削弱#,【#北京要求防控工作只加强不削弱#】28日在北京新冠肺炎疫情防控工作新闻发布会上，主持人徐和建表示，当前#防范境外输入形势严峻任务艰巨#，各项防控工作只能加强不能削弱，持续巩固来之不易的防控成果。要全面检查入境人员医学观察情况，落实入境人员集中隔离要求，安排好生活服务和健康监测，严格出境管理，坚持非必要不旅行原则，市民如无十分必要暂停出行安排。加强与湖北省的工作衔接，组织滞留湖北人员有序返京，严格落实医学观察措施，纳入社区防控体系。公园要严格执行限流带口罩等措施，在做好防疫前提下，积极有序推进复工复产复业。http://t.cn/A6Z54yFC,261,2324,444,https://weibo.cn/comment/hot/IAIfIoaOW?rl=2

2020-03-28,#人民直播#,【#人民直播#：#湖北介绍疫情防控工作#】3月28日下午四点，湖北省新型冠状病毒肺炎疫情防控工作指挥部召开第58场新闻发布会，介绍仙桃市、天门市、潜江市复工复产和稳岗就业工作情况，并回答记者提问。@人民日报 正在直播↓↓转发关注！ 人民日报的微博视频 . ,150,1590,230,https://weibo.cn/comment/hot/IAHNn63az?rl=2

2020-03-28,#男子殴打劝戴口罩者致其死亡被批捕#,【#男子殴打劝戴口罩者致其死亡被批捕#】2020年3月28日，北京市人民检察院第二分院依法对犯罪嫌疑人郭某某以涉嫌故意伤害罪批准逮捕。犯罪嫌疑人郭某某为刑满释放人员。2020年3月14日15时许，郭某某在北京市东城区一超市内排队结账时摘下口罩，顾客段某某（男，殁年72岁）提醒其应当遵守防疫规定佩戴口罩，引起郭某某的不满，遂将段某某摔倒在地，并用双手击打段的头颈部，致段某某受伤。郭某某在逃离现场过程中，又打伤两名超市员工，后被当场抓获。被害人段某某因颅脑损伤，经救治无效于2020年3月20日死亡。检察机关对妨害疫情防控刑事案件提前介入，就案件性质、收集证据和适用法律向公安机关提出意见建议，依法从严从快惩治妨害疫情防控犯罪行为，切实保障人民群众生命安全和身体健康，保障社会安定有序和疫情防控工作顺利开展，为坚决打赢疫情防控阻击战提供有力司法保障。（彭波）,826,32925,2927,https://weibo.cn/comment/hot/IAH9lgld9?rl=2

2020-03-28,#入赣人员出示绿码体温正常一律准行#,【江西：#入赣人员出示绿码体温正常一律准行#】据江西省新型冠状病毒感染的肺炎疫情防控应急指挥部：①所有入赣人员只要出示个人健康码（含“赣通码”或外省健康码）的绿码，且测量体温正常的，一律准予通行，不得采取任何限制性措施。②疫情防控期间，各地依据“赣通码”对在赣人员实行分类管理，绿码者亮码后可在各类场所通行，黄码、红码者遵从当地疫情防控相关规定。详戳↓http://t.cn/A6ZbxDgH,561,54473,9591,https://weibo.cn/comment/hot/IAFZ9a7sT?rl=2

2020-03-28,#海南5人隐瞒境外旅居史被拘留#,【#海南5人隐瞒境外旅居史被拘留#】27日晚，海南省儋州、文昌两地公安机关对5名隐瞒境外旅居史返乡人员依法追究法律责任。据了解，海南省疫情防控指挥部经大数据分析，发现5名境外返乡人员在入琼口岸未如实填写健康码中返琼登记、勾选14日内有境外旅居史选项，导致自身健康码为通行不受限的绿码，且已返回文昌、儋州。两地公安机关核实情况后，已将相关人员转送至集中隔离医学观察点，待隔离满后执行拘留。http://t.cn/A6Zb2nqD,613,20459,1581,https://weibo.cn/comment/hot/IAFEAmRbU?rl=2

2020-03-28,#山东口岸入境人员就地集中隔离14天#,【#山东口岸入境人员就地集中隔离14天#，两次核酸检测】为进一步严格防控境外疫情输入，山东省委新冠肺炎疫情处置工作领导小组（指挥部）办公室决定，自3月27日起，凡从山东口岸入境的人员，均须就地集中隔离14天，在抵达集中隔离点当天和第13天各进行一次核酸检测。从省外口岸入境来山东的人员，在第一入境点集中隔离不满14天的，来山东后须继续集中隔离至14天。,298,3356,537,https://weibo.cn/comment/hot/IAFlAdZjJ?rl=2

2020-03-28,#湖南开学时间#,#湖南开学时间#【#湖南4月7日起分批次错时错峰开学#】经湖南省委、省政府同意，全省高三年级、初三年级于4月7日开学。之后，各市州根据本地疫情情况，按照中学其他年级、小学、幼儿园的顺序，明确辖区各县市区中小学其他年级和幼儿园错时错峰开学时间。高校在其所在城市的中小学基本开学后开学。教职员工提前一周到岗到位。在所在县市区中小学全部开学之前，各类教育培训机构不得开展线下培训业务。http://t.cn/A6ZGVohn,994,33470,2962,https://weibo.cn/comment/hot/IAFhyySR3?rl=2

2020-03-28,#30句话记录战疫之路#,【#30句话记录战疫之路#】每一句话，都有它的分量，都让人动容；每一句话，都曾记在心里，再看还是热泪盈眶。岁末年初，一场疫情突然到来，从来没有哪个春天，让我们如此期待。#战疫情令人难忘的30句话#↓↓记住那些闪光的人们，致敬平凡与伟大。 ,13489,45245,3301,https://weibo.cn/comment/hot/IAEYnsi2D?rl=2

2020-03-28,#辽宁入境人员一律自费集中隔离14天#,【#辽宁入境人员一律自费集中隔离14天#】辽宁省新型冠状病毒感染的肺炎疫情防控指挥部发布通告，3月27日起，对从辽宁口岸入境分流首都国际机场国际航班的人员，由口岸所在地沈阳、大连两市政府负责实行14天集中隔离，食宿费用自理。对从辽宁口岸直接入境的人员，目的地为省内各市的，由相关市从沈阳桃仙国际机场、大连周水子国际机场直接转运至各市指定隔离点实行14天集中隔离，食宿费用自理；目的地为其他省（区、市）的，由口岸所在地沈阳、大连两市政府负责实施14天集中隔离，食宿费用自理。对从我省陆路、水路口岸入境的全部人员，一律在入境口岸所在地，由当地政府指定隔离点实行14天集中隔离，食宿费用自理。（人民日报记者胡婧怡）,694,38631,2507,https://weibo.cn/comment/hot/IAENy7zvP?rl=2

2020-03-28,#北京要求市民非必要不旅行#,【严格出境管理，#北京要求市民非必要不旅行#】3月27日，北京疫情防控领导小组要求，严防境外疫情输入，全面检查入境人员医学观察情况，落实入境人员集中隔离要求，安排好生活服务和健康监测。严格出境管理，坚持“非必要、不旅行”原则，北京市民如无十分必要暂停出行安排。北京：严格出境管理，市民如无十分必要暂停出行安排 ,777,19869,2217,https://weibo.cn/comment/hot/IAEEs1faT?rl=2

2020-03-28,#九江浔阳区黄冈黄梅县联合公告#,【#九江浔阳区黄冈黄梅县联合公告#】江西九江市浔阳区新冠肺炎疫情防控应急指挥部、湖北黄冈市黄梅县新冠肺炎疫情防控工作指挥部联合发布通告，#九江浔阳区黄冈黄梅均撤销临时防疫站点#，确保往来车辆人员无障碍通行。以下为公告全文：一、根据湖北离鄂通道开通需要，双方均撤销疫情防控期间设置的临时防疫站点，确保往来车辆人员无障碍通行。二、双方互认湖北健康码和赣通码，两地群众持绿码通行，不需要其它任何通行证明。两地群众前往对方辖区时，须遵守当地疫情防控相关规定。三、为减少九江长江大桥一桥交通压力，避免拥堵，确保安全，鼓励过往货车、私家车通过九江长江大桥二桥通行。四、为保障人民群众出行安全，严禁非法营运，严禁无牌机动车、报废车辆、非法改装车辆等通行。五、凡不遵守通行规定，扰乱社会秩序，违反疫情防控相关规定的，依法依规追究责任。（人民日报记者朱磊）,826,69828,11604,https://weibo.cn/comment/hot/IAEzggW84?rl=2

2020-03-27,#你好，明天#,【#你好，明天#】疫情肆虐全球，28日起#暂停持有效中国签证的外国人入境#。中国的抗疫成果是付出巨大牺牲换来的，严峻形势下采取临时举措亦不得已。外防输入的阻击战已打响，疫情面前没有特殊人群，防控措施必须一视同仁。严格防控才是对中国公民负责，也是对外国公民负责，更是对世界疫情防控负责。 ,1632,14540,1654,https://weibo.cn/comment/hot/IABut7zDa?rl=2

2020-03-27,#中央政治局会议对疫情最新判断#,【转发了解！#中央政治局会议对疫情最新判断#】27日，中共中央政治局召开会议，分析疫情防控形势：一是疫情防控取得阶段性重要成效，这是积极一面；二是国内外疫情防控和经济形势正在发生新的重大变化，这是新挑战；三是国内防控的重点调整为外防输入、内防反弹。要落实入境人员集中隔离要求。更多↓↓ http://t.cn/A6ZbhUSz,3640,49066,2196,https://weibo.cn/comment/hot/IAAX5cIOx?rl=2

2020-03-27,#驻外大使给留学生的防疫建议#,【海外留学生疫情期间如何应对？#驻外大使给留学生的防疫建议#来了】据报道，中国境外输入的确诊人群中90%持中国护照，其中40%是留学生。现在要不要回国？驻美国、意大利、法国、德国、英国等多位大使给出建议↓↓↓遇紧急情况拨打什么电话？哪些健康问题一定要知道？#给海外留学生的防疫攻略#，转存！ ,1495,8543,2430,https://weibo.cn/comment/hot/IAADiinmE?rl=2

2020-03-27,#上海入境人员一律集中隔离14天#,【28日零时起，#上海入境人员一律集中隔离14天#】上海市新冠肺炎疫情防控工作领导小组办公室决定，从3月28日零时起，对所有入境来沪人员一律实施为期14天的集中隔离健康观察。上述措施实施后，对已经居家隔离的，继续实施隔离直至期满14天，并进一步落实从严管控的各项措施。对入境的外交人员和从事重要经贸、科研、技术合作的人员，另有规定的按规定执行。同时，上海将采取人性化管理措施，对老人、未成年人、孕产妇、行动不便的、有老人或小孩需要看护的、患有基础性疾病等原因不适宜集中隔离的人员，统一在各区留验点进行核酸检测，检测结果为阴性且具备居家隔离条件的，并经严格核定审批后，可申请实行居家隔离。（人民日报记者曹玲娟）,566,4402,1142,https://weibo.cn/comment/hot/IAAweFolY?rl=2

2020-03-27,#新疆援助物资运抵巴基斯坦#,【巴铁加油！#新疆援助物资运抵巴基斯坦#】27日中午，新疆维吾尔自治区援助巴基斯坦的一批应急医疗物资通过红其拉甫口岸，经由陆路运送至巴基斯坦境内。据介绍，此次援助是新冠肺炎疫情爆发以来新疆第二次向巴基斯坦提供援助，援助物资包括20万只医用口罩、2000只N95口罩、2000件医用防护服、2400份检测试剂盒以及5套呼吸机。此前，新疆方面已经通过驻巴基斯坦大使馆向巴方捐赠了10万只医用口罩。（人民日报记者丁雪真）,847,22776,1434,https://weibo.cn/comment/hot/IAArPnhgE?rl=2

2020-03-27,#湖北加油喊出来更要做出来#,【人民锐评：#湖北加油喊出来更要做出来#】27日，多段视频显示，#湖北黄梅江西九江省界起冲突# ，有人员被推搡在地。两地有关部门已介入。“一座九江城，半城黄梅人。”不管是何原因，冲突总让人遗憾，不应该发生，更不能因此而使两地群众产生隔膜。湖北人民为打赢疫情防控阻击战付出了极大努力、作出了重大贡献。连日来，社会各界全力呼吁接纳湖北务工人员。但也不可否认，个别地方个别人员有意无意给湖北务工人员返程返岗设置障碍，甚至戴着有色眼镜对待湖北人员。“湖北加油”不能只是在嘴上说说 。在湖北解除离鄂管控后，仍处处提防和限制湖北人员，这是一种伤害。“兄弟敦和睦，朋友笃信诚。”在抗疫中，全国各地与湖北人民结下了兄弟般友谊；在湖北人民返岗时，同样应展现出和睦信诚的融洽关系，原因很简单，湖北人民是我们的同胞！http://t.cn/A6Z4iZ67,5475,148072,29416,https://weibo.cn/comment/hot/IAA8uvLUD?rl=2

2020-03-27,#中国以外累计确诊445177例#,【全球最新疫情：#中国以外累计确诊445177例#，#美国意大利确诊均超8万#】截至北京时间27日12时，除中国外197个国家和地区累计确诊444465例，钻石公主号邮轮712例，累计死亡20391例。转发关注#新冠肺炎疫情全球走势#↓↓ ,1186,15048,2054,https://weibo.cn/comment/hot/IAzU0vxtL?rl=2

2020-03-27,#民航局将视情针对海外华人开行临时班机或包机#,【#民航局将视情针对海外华人开行临时班机或包机#】日前，民航局运输司相关负责人介绍，将密切关注国外疫情变化形势，根据需要采取进一步措施收紧国际客运航班总量，也将继续按照部署根据实际需求，对一些需求集中、飞行目的地有接收能力的城市，#视情启动针对海外华人的重大航空运输保障#机制，开行临时班机或包机。http://t.cn/A6Z4hGmT,818,29435,2872,https://weibo.cn/comment/hot/IAznN2rC7?rl=2

2020-03-27,#山西高校毕业年级预计4月10日开学#,【#山西高校毕业年级预计4月10日开学#：#山西初三预计4月25日开学#】27日下午，据山西省教育厅厅长吴俊清介绍，全省高校本硕博毕业年级，按4月10日做开学准备，高职、高专毕业班，按4月15日做开学准备，初三年级和中职毕业班，统一按4月25日做开学准备，其他学段开学视疫情防控形势，由省里统一安排，提前一周通知。此外，山西25万余名高三学生已于3月25日正式复课。（人民日报记者付明丽）,837,29435,5300,https://weibo.cn/comment/hot/IAzdtgpz0?rl=2

2020-03-27,#外交部回应在华外国人受歧视#,【#外交部回应在华外国人受歧视#，#耿爽称中外公民一视同仁#】3月27日外交部记者会上，有记者问：许多在华外国人发现他们被用怀疑的眼光看待，甚至受歧视。耿爽表示：我还没听到这方面的消息或者反应。我听到更多的是在华外国人对中国政府和中国人民团结一心、众志成城，在短时间内抗击疫情取得重要成果表现出的钦佩和赞誉。中方始终高度重视在华外国公民的健康和安全，依法保障他们的合法权益。我们是这么说的，也是这么做的。与此同时，中方反对一切形式的歧视和偏见。中国地方政府出台的一些检验检疫和防控措施对中外公民一视同仁，这既是对中国公民负责，也是对外国公民负责，同时也是对世界疫情防控负责。http://t.cn/A6ZUd99r,5640,233056,7068,https://weibo.cn/comment/hot/IAzc0fYW0?rl=2

2020-03-27,#发现无症状感染者四种途径#,【#发现无症状感染者四种途径#】26日，中央应对新冠肺炎疫情工作领导小组会议指出，#无症状感染者研判是防止防控漏洞重要内容#。发现无症状感染者主要有四种途径：①对新冠肺炎病例的密切接触者医学观察期间的主动检测；②聚集性疫情调查中开展的主动检测；③新冠肺炎病例的传染源追踪过程中对暴露人群的主动检测；④对部分有新冠肺炎病例持续传播地区的旅行史和居住史人员的主动检测。http://t.cn/A6ZyoNMe,1116,4203,552,https://weibo.cn/comment/hot/IAyq835pD?rl=2

2020-03-27,#人民直播#,【#人民直播#：#湖北介绍疫情防控工作#】3月27日下午四点，湖北省新型冠状病毒肺炎疫情防控工作指挥部召开第57场新闻发布会，介绍全省新冠肺炎疫情防控工作情况，并回答记者提问。@人民日报 正在直播↓↓共同关注！ 人民日报的微博视频 . ,157,1984,748,https://weibo.cn/comment/hot/IAymXxjA0?rl=2

2020-03-27,#尚在医学观察的密切接触者增幅78%#,【国家卫健委：#尚在医学观察的密切接触者增幅78%#】国家卫生健康委新闻发言人、宣传司副司长米锋介绍，#当前境外疫情大流行呈加速趋势#，随着境外输入病例增加。相比3月19日，尚在医学观察的密切接触者增幅78%，已经连续7日上升。#尚在医学观察的密切接触者连续7日上升# 人民日报的微博视频 ,613,24060,1690,https://weibo.cn/comment/hot/IAy2q13Wo?rl=2

2020-03-27,#上海入境转其他省市除苏浙皖一律在沪隔离#,【即日起，#上海入境转其他省市除苏浙皖一律在沪隔离#14天】据@上海发布 ，按照国务院联防联控机制相关部署，上海市新冠肺炎疫情防控工作领导小组办公室决定，从即日起，凡需经上海口岸入境转往其他省市（除苏浙皖外）的人员，一律在沪实施为期14天的隔离健康观察。对上海口岸入境转往苏浙皖三省的人员，继续发挥长三角联防联控机制作用，由三省派驻工作组到本市机场直接送至目的地，确保做好封闭式转送保障工作。,462,6361,888,https://weibo.cn/comment/hot/IAxlI4ihw?rl=2

2020-03-27,#离汉回京瞒报感染母亲男子被批捕#,【#离汉回京瞒报感染母亲男子被批捕#】2020年3月26日，北京市房山区人民检察院依法对犯罪嫌疑人常某以涉嫌妨害传染病防治罪批准逮捕。犯罪嫌疑人常某长期在武汉市居住。2020年1月23日凌晨，常某在武汉市即将实施疫情管控措施前，驾车带其妻儿赴长沙市，后乘飞机抵达北京，于1月24日凌晨入住其母位于房山区的居所。在京期间，常某未报告武汉居住史，不执行居家隔离措施，多次出入超市、药店等公共场所，2月16日其母被确诊为新冠肺炎患者。常某于2月18日被诊断为无症状感染者，与其密切接触的20余人被集中隔离。3月20日，常某经隔离治疗后被公安机关刑事拘留。http://t.cn/A6ZyGCQO,443,4944,684,https://weibo.cn/comment/hot/IAwsy5pcx?rl=2

2020-03-26,#G20将启动价值5万亿美元经济提振计划#,【#G20将启动价值5万亿美元经济提振计划#】沙特国家电视台消息显示，二十国集团领导人应对新冠肺炎特别峰会当地时间26日下午正式闭幕。峰会公报显示，二十国集团将致力于与世界卫生组织、国际货币基金组织、世界银行、联合国和其他国际组织一道，为战胜疫情做出一切努力，重点保护民众生命和健康、保障就业与收入、恢复信心、保持金融稳定并促进经济恢复，最大限度地降低疫情对贸易和全球供应链的影响程度，并向所有需要援助的国家提供帮助，同时协调公共卫生和财政政策。二十国集团将启动总价值5万亿美元的经济计划，以应对疫情对全球社会、经济和金融带来的负面影响，并支持各国中央银行采取措施促进金融稳定和增强全球市场的流动性。（央视）,490,4160,572,https://weibo.cn/comment/hot/IAs3227xu?rl=2

2020-03-26,#暂停持有效中国签证的外国人入境#,#暂停持有效中国签证的外国人入境#【外交部：28日起#暂停持有效中国签证居留许可的外国人入境#】中方决定自2020年3月28日0时起，暂时停止外国人持目前有效来华签证和居留许可入境。暂停外国人持APEC商务旅行卡入境。暂停口岸签证、24/72/144小时过境免签、海南入境免签、上海邮轮免签、港澳地区外国人组团入境广东144小时免签、东盟旅游团入境广西免签等政策。持外交、公务、礼遇、C字签证入境不受影响。外国人如来华从事必要的经贸、科技等活动，以及出于紧急人道主义需要，可向中国驻外使领馆申办签证。外国人持公告后签发的签证入境不受影响。这是中方为应对当前疫情，参考多国做法，不得已采取的临时性措施。中方愿与各方保持密切沟通，做好当前形势下中外人员往来工作。中方将根据疫情形势调整上述措施并另行公告。,34189,984286,40789,https://weibo.cn/comment/hot/IArNhptsb?rl=2

2020-03-26,#广东明确境外入粤政策包含港澳台#,【#广东明确境外入粤政策包含港澳台#：#港澳台入粤人员全自费集中隔离#】记者从省疫情防控指挥部办公室获悉，根据当前国际疫情扩散形势和我国港澳台地区疫情的变化情况，经报请国家有关部门同意，广东进一步严格境外疫情输入防控。自3月27日6:00时起，对所有经广东口岸入境人员（含港澳台地区，含中转旅客）实行核酸检测全覆盖，并集中隔离医学观察14天，集中隔离食宿费用自理。对保障港澳正常生产生活的特定人员和承担粤港澳急需物资运输的跨境司机、船员等，暂不实施集中隔离医学观察，但全部实行核酸检测，并对其严格加强全流程健康管理，确保闭环运作。广东将密切关注境外疫情发展，进一步加强与港澳特区政府的沟通合作，继续强化粤港澳疫情联防联控，实施全流程健康监测管理，全方位织密织牢境外疫情输入防护网。（人民日报记者贺林平）,4883,132846,8138,https://weibo.cn/comment/hot/IAr4cpmch?rl=2

2020-03-26,#中央要求对陆运口岸入境人员集中隔离#,【#中央要求对陆运口岸入境人员集中隔离#：#防控境外疫情经陆路水路输入风险#】26日，中央应对新冠肺炎疫情工作领导小组召开会议，指出境外疫情大流行呈加速趋势。要加强航空口岸疫情输入输出防范。关爱帮扶我在境外公民，为陷入困境人员提供特殊帮助。压实属地责任，加强陆路水路防输入输出工作。除边民和外交、重要经贸科技人员外，对陆运口岸入境人员按规定集中隔离。  http://t.cn/A6ZAYGSv,441,4597,514,https://weibo.cn/comment/hot/IAqhjeDRf?rl=2

2020-03-26,#入境上海全部人员一律隔离14天#,【今日18时起，#入境上海全部人员一律隔离14天#】@上海发布 ：为进一步做好防控境外疫情输入工作，上海市新冠肺炎疫情防控工作领导小组办公室决定，自3月26日18时起，对入境来沪的全部人员，一律实施为期14天的隔离健康观察（对入境的外交人员和从事重要经贸、科研、技术合作的人员，另有规定的按规定执行）。各区、各有关部门要严格落实联防联控责任，严防境外疫情输入。,1197,39149,4123,https://weibo.cn/comment/hot/IApqQbNTr?rl=2

2020-03-26,#湖北返京人员集中观察费用个人负担#,【#湖北返京人员集中观察费用个人负担#】湖北返京人员隔离费用由谁承担？今天下午，在北京市新型冠状病毒肺炎疫情防控工作新闻发布会上，北京市重点站区管委会副主任、新闻发言人毛军介绍，居家观察和集中观察的费用均为个人负担，接转车辆的费用由政府承担。返京人员统一由各区集中接站，安排车辆护送至各区的集中分散点，再由分散点直接护送到社区，并办理相关进入社区的手续。（北京日报）,478,15279,3015,https://weibo.cn/comment/hot/IApfYrUx3?rl=2

2020-03-26,#耿爽批蓬佩奥污名化中国用心险恶#,【#耿爽批蓬佩奥污名化中国用心险恶#】美国国务卿蓬佩奥再次将新冠病毒称为“武汉病毒”。对此，外交部发言人耿爽表示，中方多次指出，新冠病毒溯源问题是个复杂的科学问题，世界卫生组织和国际社会都明确反对将病毒同特定的国家和地区相联系，反对借此搞污名化。然而，这个美国政客却执意逆国际共识而动，继续对中国搞污名化，诋毁抹黑中国的抗疫努力，企图借此转移视线，转嫁责任，用心极其险恶。耿爽指出，当前新冠肺炎疫情肆虐全球，美国国内的疫情日益恶化，如果这个时候还不把精力用于自己本国的疫情防控，用于为国际抗疫合作营造气氛，反而一再地挑起政治争端，破坏国际抗疫合作，这种政客还有什么道德可言。http://t.cn/A6Zwspsb,746,9405,1290,https://weibo.cn/comment/hot/IAp6E8NPT?rl=2

2020-03-26,#首都机场多家航空公司转至大兴机场#,【3月29日起，#首都机场多家航空公司转至大兴机场#】从3月29日起，首都机场多家航空公司将转场至大兴机场运营。其中，厦航MF、重庆航OQ、东海航DZ在3月29日全部转场至大兴机场运营；东航MU部分航班在3月29日和4月26日分两次转场至大兴机场运营，南航CZ部分航班在4月12日转场至大兴机场运营，东航和南航均保持两场共同运营。受疫情影响，#近期部分航班可能变更或取消#。首都机场提醒旅客在出行前，务必确认出发或到达机场的航班信息。（赵展慧）,178,9311,996,https://weibo.cn/comment/hot/IAoKocNPl?rl=2

2020-03-26,#风雨无阻向前进#,【人民日报任仲平文章：#风雨无阻向前进#】从来没有哪个春天，让我们如此期待。岁末年初，一场新冠肺炎疫情突袭大江南北，举国上下同时间赛跑、与病魔较量，从耄耋院士到“90后”“00后”，医无私，兵无畏，民齐心，党员干部冲锋在前，社区工作者奋战一线，湖北人民识大体顾大局，亿万人民手相牵心相连，14亿中国人民在共克时艰中勇毅前行。历史必将铭记2020年，不仅因为我们经历的磨难，更因为愈挫愈勇的斗志和生生不息的希望。 http://t.cn/A6ZwtcNf,1762,5104,590,https://weibo.cn/comment/hot/IAnEHDpAi?rl=2

2020-03-26,#入境江西航班发现15名发热等症状乘客#,【#入境江西航班发现15名发热等症状乘客#，#江西暂停所有出入境国际客运航班#】3月25日，记者从江西省新型冠状病毒感染的肺炎疫情防控应急指挥部了解到，因3月25日由柬埔寨西哈努克港入境江西的QD704航班发现15名有发热、咳嗽、咽痛、腹泻等症状的乘客，按照《中华人民共和国传染病防治法》和《江西省进一步防范境外疫情输入操作规程》，自2020年3月26日零时起，暂停所有出入境江西省的国际客运航班，暂停期14天，便于对3月25日QD704航班的所有人员身体状况进行排查，对具有症状的乘客进行治疗。航班复航时间，14天后视疫情防控需要另行通知。（王丹）,3871,194153,10437,https://weibo.cn/comment/hot/IAnk7qUkP?rl=2

2020-03-26,#校园如何保证复学有序进行#,【无接触式作业框、错峰上下学…看杭州#校园如何保证复学有序进行#】晨检如何快速进行？每日如何统计全校师生的健康情况？学生在校内用餐如何避免聚集…复学后，这些恐怕是家长们最关心的问题。记者来到杭州市胜利实验学校，看目前校园都做了哪些疫情防控和应急处置工作↓ ↓  人民日报的微博视频 . ,340,4631,595,https://weibo.cn/comment/hot/IAmZdmTM8?rl=2

2020-03-26,#福建开学时间#,#福建开学时间#【#福建4月7日高三开学#】据@福建日报 ，26日，福建省教育厅明确，经省委、省政府同意并报教育部备案，全省自2020年4月7日起分类分批、错时错峰开学。其中，高三年级原则上于4月7日先行同步开学；初三年级和中小学（含中职学校、特教学校）除小学一二年级外的其他年级，视高三开学推进及疫情防控情况再分批跟进开学，具体时间和方案按分级管理原则由各设区市或县（市、区）疫情防控工作领导指挥机构批准后实施；高校、小学一二年级、幼儿园具体开学时间另行研究确定。,927,35339,3780,https://weibo.cn/comment/hot/IAmOkaGmz?rl=2

2020-03-26,#人民直播#,【#人民直播#：#中国抗击疫情国际合作情况#】国务院新闻办公室于3月26日10时举行新闻发布会，请外交部副部长罗照辉、科技部副部长徐南平、卫生健康委副主任曾益新、国际发展合作署副署长邓波清介绍中国关于抗击疫情的国际合作情况，并答记者问。@人民日报 正在直播↓↓共同关注！ http://t.cn/A6ZZQCRc .,378,5241,271,https://weibo.cn/comment/hot/IAmAvgiLL?rl=2

2020-03-26,#河北1人境外返回不报备被立案#,【#河北1人境外返回不报备被立案#侦查】记者从河北唐山市获悉，疫情防控期间，唐山市乐亭县公安机关查处1起境外返乐人员未按规定报备拒不执行政府紧急状态下决定、命令案。3月10日，乐亭县周某自加纳返乐后，未能按规定及时向有关部门报备行程。目前，已对周某进行集中隔离，并立案侦查，对与其密切接触者进行居家隔离。同时拟报请市纪委审核批准对包村干部、村干部进行立案审查。（史自强）,846,33474,2865,https://weibo.cn/comment/hot/IAlZOeTfM?rl=2

2020-03-26,#内蒙古新增12例境外输入病例#,【#内蒙古新增12例境外输入病例#】2020年3月25日9时至26日7时，内蒙古自治区报告新增境外输入新冠肺炎确诊病例12例、疑似病例2例。　　其中，新增5例境外输入新冠肺炎确诊病例均乘坐CA856（伦敦-北京）航班，从首都国际机场分流到呼和浩特白塔国际机场，按照对入境人员新冠肺炎防控的相关要求进行了排查，经自治区、呼和浩特市两级专家会诊，诊断为新冠肺炎确诊病例。其余7例确诊病例为之前的疑似病例诊断为确诊病例。　　截至2020年3月26日7时，内蒙古自治区累计报告境外输入新冠肺炎确诊病例14例、疑似病例5例。　　以上患者均在内蒙古自治区第四医院接受隔离治疗，所有患者的密切接触者均在呼和浩特市定点场所集中隔离医学观察，实行全程闭环管理。　　自治区党委、政府高度重视境外人员经停呼和浩特市疫情防控工作，严格按照国家相关要求，认真落实各项防控措施。（张枨）,1774,163573,11234,https://weibo.cn/comment/hot/IAlRh1qRN?rl=2

